2ndRef_1,Temp_1,SC_1
108.6874457000522,65535,22923,10820
108.68918940005824,65535,22922,10819
108.69472100003622,65535,22922,10819
108.7106661000289,65535,22919,10820
108.72711600002367,65535,22919,10821
108.75737820006907,65535,22921,10819
108.77382290002424,65535,22921,10818
108.79389209998772,65535,22921,10820
108.80966929998249,65535,22920,10819
108.82550110004377,65535,22920,10819
108.84164270001929,65535,22920,10817
108.85737830004655,65535,22921,10820
108.87313279998489,65535,22924,10819
108.88944850000553,65535,22920,10820
108.90430420008488,65535,22922,10818
108.93336190003902,65535,22921,10820
108.94957110006362,65535,22919,10820
108.96828839997761,65535,22921,10819
108.98531690007076,65535,22920,10819
109.00106909999158,65535,22918,10819
109.01662040001247,65535,22917,10820
109.03219030005857,65535,22920,10820
109.04992070002481,65535,22921,10818
109.06489649997093,65535,22919,10819
109.08161390002351,65535,22920,10819
109.10953890008386,65535,22919,10819
109.12566190003417,65535,22919,10820
109.14521079999395,65535,22918,10818
109.16010209999513,65535,22919,10817
109.1763634000672,65535,22922,10818
109.19229949999135,65535,22921,10818
109.20902110007592,65535,22921,10819
109.22778090008069,65535,22920,10820
109.24352690007072,65535,22919,10820
109.27032980008516,65535,22919,10820
109.2858445000602,65535,22918,10819
109.30214540008456,65535,22918,10819
109.32085380004719,65535,22921,10818
109.33770620007999,65535,22918,10818
109.35393470001873,65535,22918,10819
109.36945880006533,65535,22919,10818
109.38632940000389,65535,22920,10820
109.4024575999938,65535,22921,10818
109.4170847000787,65535,22920,10819
109.44584810000379,65535,22920,10820
109.46163160004653,65535,22918,10819
109.4788820000831,65535,22920,10819
109.49542390007991,65535,22915,10821
109.51135689998046,65535,22917,10820
109.52808110008482,65535,22915,10818
109.54435470001772,65535,22919,10817
109.56145989999641,65535,22918,10820
109.5776769000804,65535,22916,10819
109.59173640003428,65535,22916,10819
109.62206750002224,65535,22919,10820
109.63793169998098,65535,22919,10819
109.65546460007317,65535,22916,10819
109.67138130008243,65535,22914,10818
109.68813230004162,65535,22916,10819
109.70372390002012,65535,22919,10819
109.72023009997793,65535,22920,10819
109.73606700007804,65535,22914,10820
109.75283740006853,65535,22918,10819
109.7681132000871,65535,22917,10819
109.79807820008136,65535,22916,10819
109.81391999998596,65535,22915,10819
109.8309493000852,65535,22915,10821
109.84810489998199,65535,22916,10821
109.86380240006838,65535,22918,10819
109.87954970006831,65535,22916,10818
109.89558050001506,65535,22916,10819
109.91150919999927,65535,22916,10819
109.92769909999333,65535,22914,10819
109.9436952000251,65535,22916,10819
109.97397470008582,65535,22915,10820
109.99001319997478,65535,22917,10817
110.00678519997746,65535,22916,10819
110.02420730004087,65535,22917,10819
110.04085530003067,65535,22917,10818
110.05563640000764,65535,22914,10819
110.0973555999808,65535,22915,10818
110.11425230000168,65535,22916,10818
110.11634670000058,65535,22914,10818
110.12943109998014,65535,22915,10820
110.14590360003058,65535,22915,10819
110.16274190007243,65535,22916,10819
110.17984130000696,65535,22917,10819
110.19454080006108,65535,22916,10818
110.20985320000909,65535,22916,10820
110.22599160007667,65535,22916,10819
110.25608119997196,65535,22916,10818
110.27236980001908,65535,22913,10819
110.28899979998823,65535,22914,10818
110.30652750004083,65535,22914,10817
110.32221590005793,65535,22915,10819
110.33946050005034,65535,22913,10819
110.35526880004909,65535,22914,10819
110.3716544000199,65535,22918,10820
110.38788960000966,65535,22918,10820
110.40411120001227,65535,22919,10819
110.43249610008206,65535,22916,10818
110.44835610000882,65535,22914,10819
110.46576819999609,65535,22914,10819
110.48257750004996,65535,22913,10819
110.49838990007993,65535,22912,10819
110.51447300007567,65535,22913,10818
110.53129349998198,65535,22915,10819
110.54739780002274,65535,22915,10819
110.56316460005473,65535,22915,10820
110.57838540000375,65535,22914,10819
110.60830279998481,65535,22915,10818
110.6243038000539,65535,22917,10820
110.64293480000924,65535,22915,10819
110.66094870003872,65535,22916,10819
110.67556820006575,65535,22915,10819
110.690016400069,65535,22916,10819
110.70624049997423,65535,22918,10818
110.7227419000119,65535,22917,10819
110.73872540006414,65535,22917,10819
110.7552664000541,65535,22915,10819
110.78485240007285,65535,22917,10819
110.80096560006496,65535,22916,10820
110.81807659997139,65535,22918,10820
110.8340377000859,65535,22918,10820
110.85056619998068,65535,22919,10819
110.86632410006132,65535,22914,10818
110.88229179999325,65535,22914,10818
110.89826769998763,65535,22914,10820
110.91440360003617,65535,22915,10820
110.93097370001487,65535,22915,10819
110.9603823000798,65535,22915,10820
110.97642409999389,65535,22915,10818
110.99384550005198,65535,22915,10819
111.01025839999784,65535,22914,10820
111.02612220006995,65535,22913,10819
111.04222320008557,65535,22914,10820
111.05827020003926,65535,22913,10819
111.07474850001745,65535,22917,10818
111.09002870006952,65535,22913,10819
111.12077500007581,65535,22914,10820
111.13692010007799,65535,22915,10818
111.15293890004978,65535,22916,10819
111.17015620006714,65535,22913,10819
111.18580760003533,65535,22913,10819
111.20274930004962,65535,22913,10820
111.21787849999964,65535,22915,10819
111.23435300006531,65535,22915,10819
111.25057470006868,65535,22917,10820
111.2664382000221,65535,22917,10819
111.29682759998832,65535,22914,10819
111.31330030004028,65535,22915,10817
111.32948219997343,65535,22918,10819
111.34697850001976,65535,22914,10819
111.36210050003137,65535,22917,10819
111.37858560006134,65535,22916,10818
111.39454950008076,65535,22914,10819
111.41054170008283,65535,22913,10819
111.42644339997787,65535,22914,10820
111.44283610000275,65535,22915,10819
111.47268300002906,65535,22915,10819
116.4719991000602,65535,22934,10819
121.47830339998472,65535,22918,10819
126.47449519997463,65535,22919,10820
131.4857200999977,65535,22921,10818
136.50669900001958,65535,22922,10820
141.50552000000607,65535,22918,10819
146.5020385000389,65535,22915,10818
151.51301750005223,65535,22914,10818
156.52328680001665,65535,22910,10819
161.53531629999634,65535,22913,10819
166.54206260002684,65535,22910,10820
171.54147240007296,65535,22912,10819
176.55245329998434,65535,22909,10819
181.56256150000263,65535,22907,10820
186.57126600004267,65535,22905,10819
191.57948140008375,65535,22905,10817
196.57680410007015,65535,22905,10820
201.58684740005992,65535,22903,10819
206.59948400000576,65535,22901,10819
211.60621110000648,65535,22900,10820
216.60576230008155,65535,22897,10819
221.61755470000207,65535,22895,10819
226.62671840004623,65535,22897,10818
231.63484960002825,65535,22892,10818
236.6440886000637,65535,65535,65535
241.64372519997414,65535,65535,65535
246.6524475000333,65535,65535,65535
251.65969540004153,65535,65535,65535
256.65932800003793,65535,65535,65535
261.6697624999797,65535,65535,65535
266.6761539999861,65535,65535,65535
271.6737072999822,65535,65535,65535
276.68451130005997,65535,65535,65535
281.69164420000743,65535,65535,65535
286.6912704000715,65535,65535,65535
291.702798500075,65535,65535,65535
296.70794990006834,65535,65535,65535
301.70802650006954,65535,65535,65535
306.7186305000214,65535,65535,65535
311.7240456000436,65535,65535,65535
316.72429669997655,65535,65535,65535
321.73504389997106,65535,65535,65535
326.7408123000059,65535,65535,65535
331.74032250000164,65535,65535,65535
336.75161560007837,65535,65535,65535
341.75638699997216,65535,65535,65535
346.7567100999877,65535,65535,65535
351.76663490000647,65535,65535,65535
356.77291579998564,65535,65535,65535
361.7719796000747,65535,65535,65535
366.7828303000424,65535,65535,65535
371.78868540003896,65535,65535,65535
376.7877042000182,65535,65535,65535
381.79897600004915,65535,65535,65535
386.8066231000703,65535,65535,65535
391.8047882000683,65535,65535,65535
396.8154999000253,65535,65535,65535
401.82307350006886,65535,65535,65535
406.8210168000078,65535,65535,65535
411.830880500027,65535,65535,65535
416.8390639000572,65535,65535,65535
421.8366672000848,65535,65535,65535
426.8465952000115,65535,65535,65535
431.8568824999966,65535,65535,65535
436.8527504000813,65535,65535,65535
441.86322940001264,65535,65535,65535
446.87332330003846,65535,65535,65535
451.87995580001734,65535,65535,65535
456.878684299998,65535,65535,65535
461.88899930007756,65535,65535,65535
466.8952948000515,65535,65535,65535
471.89545319997706,65535,65535,65535
476.90470920002554,65535,65535,65535
481.9118670000462,65535,65535,65535
486.9114879000699,65535,65535,65535
491.92103119997773,65535,65535,65535
496.92747550003696,65535,65535,65535
501.92703230003826,65535,65535,65535
506.9352826999966,65535,65535,65535
511.94359290006105,65535,65535,65535
