Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12
423.8641655999236,3.6,3.6033,3.6045,3.6039,3.6014,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
423.88051249994896,3.5999,3.6033,3.6045,3.6038,3.6014,3.6029,0.0,0.0,0.0001,0.0,0.0,0.0
423.8961010999046,3.6,3.6032,3.6045,3.6037,3.6014,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
423.91416399995796,3.5998,3.6032,3.6045,3.6038,3.6014,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
423.9302194999764,3.5997,3.6033,3.6045,3.6039,3.6015,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
423.94665819988586,3.5999,3.6033,3.6046,3.6038,3.6015,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
423.9639161999803,3.5998,3.6033,3.6044,3.6038,3.6014,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
423.99247429997195,3.5998,3.6033,3.6045,3.6038,3.6015,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.00898069993127,3.5997,3.6034,3.6045,3.604,3.6014,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.0249677998945,3.5998,3.6033,3.6046,3.6039,3.6014,3.603,0.0,0.0,0.0002,0.0,0.0,0.0
424.0404841999989,3.5999,3.6031,3.6045,3.6038,3.6015,3.6027,0.0,0.0,0.0,0.0001,0.0,0.0
424.05648389994167,3.5998,3.6033,3.6045,3.604,3.6014,3.6028,0.0001,0.0,0.0,0.0,0.0,0.0
424.0724311999511,3.5998,3.6032,3.6045,3.6037,3.6013,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.0886144998949,3.5998,3.6031,3.6043,3.6038,3.6014,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.10493589995895,3.5998,3.6033,3.6046,3.6037,3.6013,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
424.12224229995627,3.5999,3.6033,3.6045,3.6039,3.6014,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.1384275999153,3.5998,3.6032,3.6045,3.6038,3.6015,3.6028,0.0,0.0002,0.0,0.0,0.0,0.0
424.1546916998923,3.5999,3.6032,3.6043,3.6037,3.6014,3.6027,0.0,0.0,0.0,0.0,0.0,0.0
424.1737915999256,3.5999,3.6033,3.6046,3.6038,3.6015,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
424.20032519998495,3.5999,3.6032,3.6045,3.604,3.6016,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.21623399993405,3.5998,3.6033,3.6044,3.6038,3.6014,3.6027,0.0,0.0,0.0,0.0,0.0,0.0
424.2324171999935,3.6,3.6033,3.6044,3.6038,3.6014,3.6028,0.0,0.0,0.0001,0.0001,0.0,0.0
424.2485244999407,3.5998,3.6032,3.6045,3.6039,3.6013,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
424.2644128999673,3.6,3.6031,3.6045,3.6037,3.6015,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.28038359992206,3.6,3.6032,3.6044,3.6037,3.6014,3.6028,0.0,0.0,0.0,0.0,0.0,0.0
424.2965761999367,3.5998,3.6033,3.6043,3.6038,3.6015,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.31254739989527,3.6,3.6033,3.6045,3.6037,3.6013,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.33059079991654,3.5997,3.6032,3.6047,3.6038,3.6014,3.6031,0.0,0.0,0.0,0.0001,0.0,0.0
424.3465495998971,3.5999,3.6032,3.6045,3.6039,3.6014,3.6029,0.0,0.0,0.0,0.0,0.0,0.0
424.36242679995485,3.6,3.6034,3.6045,3.6038,3.6015,3.6027,0.0,0.0,0.0,0.0,0.0,0.0
424.3829342999961,3.5998,3.6032,3.6045,3.6039,3.6015,3.603,0.0,0.0,0.0,0.0,0.0,0.0
